Class,Order,Family,Genus,Species,Common name,Female maturity (days),Male maturity (days),Gestation/Incubation (days),Weaning (days),Litter/Clutch size,Litters/Clutches per year,Inter-litter/Interbirth interval,Birth weight (g),Weaning weight (g),Adult weight (g),Growth rate (1/days),Maximum longevity (yrs),Specimen origin,Metabolic rate (W),Body mass (g),Temperature (K)
Mammalia,Diprotodontia,Macropodidae,Macropus,fuliginosus,Western gray kangaroo,670.0,880.0,30.0,540.0,1.0,1.0,385.0,0.93433,11000.0,28250.0,0.0108,23.2,captivity,,,309.65
Mammalia,Diprotodontia,Macropodidae,Macropus,giganteus,Eastern gray kangaroo,639.0,1290.0,36.0,319.0,1.0,1.0,342.0,0.89867,4000.0,49500.0,0.0066,25.0,captivity,,,309.45
Mammalia,Diprotodontia,Macropodidae,Macropus,parma,Parma wallaby,424.0,620.0,34.0,303.0,1.0,1.3,213.0,0.5067,754.0,4250.0,0.01,15.9,captivity,,,
Mammalia,Diprotodontia,Macropodidae,Macropus,parryi,Whiptail wallaby,745.0,883.0,36.0,365.0,1.0,,266.0,,,16500.0,,,unknown,,,
Mammalia,Diprotodontia,Macropodidae,Macropus,robustus,Wallaroo,547.0,670.0,32.0,351.0,1.0,,264.0,0.703,2500.0,30000.0,0.0038,22.0,captivity,33.056,29647.9,309.25
Mammalia,Diprotodontia,Macropodidae,Macropus,rufogriseus,Red-necked wallaby,395.0,608.0,29.0,187.0,1.0,1.0,273.0,0.598,1483.3,16200.0,,15.2,captivity,,,
Mammalia,Diprotodontia,Macropodidae,Macropus,rufus,Red kangaroo,517.0,806.0,33.0,360.0,1.0,,241.0,0.784,5000.0,55000.0,0.0075,25.0,captivity,31.353,28500.0,309.05
Mammalia,Diprotodontia,Macropodidae,Onychogalea,fraenata,"Bridled nail-tail wallaby, or Ridled nail-tailed wallaby",185.0,,23.0,165.0,1.0,,125.0,,1900.0,5500.0,,7.4,captivity,,,
Mammalia,Diprotodontia,Macropodidae,Onychogalea,unguifera,Northern nail-tailed wallaby,,,,,1.0,,,,,5800.0,,5.5,captivity,,,
Mammalia,Diprotodontia,Macropodidae,Petrogale,assimilis,Allied rock wallaby,525.0,,31.0,296.0,1.0,,200.0,,1700.0,4300.0,,,unknown,,,
Mammalia,Diprotodontia,Macropodidae,Petrogale,brachyotis,"Short-eared rock-wallaby, or Western rock wallaby",540.0,590.0,30.0,,1.0,,,,,3700.0,,10.1,captivity,,,
Mammalia,Diprotodontia,Macropodidae,Petrogale,concinna,Nabarlek,430.0,,30.0,175.0,1.0,1.0,171.0,,300.0,1250.0,,11.7,captivity,,,
Mammalia,Diprotodontia,Macropodidae,Petrogale,lateralis,Black-footed rock wallaby,540.0,590.0,30.0,,1.0,,,,,4200.0,,,unknown,,,
Mammalia,Diprotodontia,Macropodidae,Petrogale,penicillata,Brush-tailed rock wallaby,540.0,590.0,30.0,273.0,1.0,,200.0,,735.0,6000.0,,14.3,captivity,,,
Mammalia,Diprotodontia,Macropodidae,Petrogale,xanthopus,Ringtailed rock wallaby,541.0,,31.0,344.0,1.1,,196.0,0.5,2500.0,6000.0,,14.4,captivity,,,
Mammalia,Diprotodontia,Macropodidae,Setonix,brachyurus,Quokka,252.0,389.0,26.0,190.0,1.0,1.4,365.0,0.404,500.0,3500.0,0.0081,13.8,captivity,4.695,2702.3,
Mammalia,Diprotodontia,Macropodidae,Thylogale,billardierii,Tasmanian pademelon,435.0,435.0,29.0,202.0,1.0,1.0,204.0,0.42,1029.0,5000.0,0.0098,8.8,captivity,,,
Mammalia,Diprotodontia,Macropodidae,Thylogale,brunii,Dusky pademelon,344.0,730.0,30.0,,1.0,,,,,4796.0,,9.4,captivity,,,
Mammalia,Diprotodontia,Macropodidae,Thylogale,stigmatica,Red-legged pademelon,338.0,,29.0,252.0,1.0,,185.0,,,4100.0,,9.7,captivity,,,
Mammalia,Diprotodontia,Macropodidae,Thylogale,thetis,Red-necked pademelon,555.0,,,210.0,1.0,,182.0,,,3800.0,,9.0,captivity,,,
Mammalia,Diprotodontia,Macropodidae,Wallabia,bicolor,Swamp wallaby,426.0,426.0,36.0,256.0,1.0,1.4,243.0,0.61,,14625.0,0.0068,16.8,captivity,,,
Mammalia,Diprotodontia,Petauridae,Dactylopsila,trivirgata,Striped possum,,,,,1.5,,365.0,,,318.0,,9.6,captivity,,,
Mammalia,Diprotodontia,Petauridae,Gymnobelideus,leadbeateri,Leadbeater's possum,475.0,464.0,16.0,115.0,1.5,2.0,183.0,,34.0,127.0,,14.1,captivity,0.574,166.0,308.15
Mammalia,Diprotodontia,Petauridae,Petaurus,australis,Yellow-bellied glider,725.0,,,152.0,1.0,1.0,364.0,,285.0,572.5,,15.0,captivity,,,
Mammalia,Diprotodontia,Petauridae,Petaurus,breviceps,Sugar glider,236.0,456.0,16.0,122.0,2.0,1.3,311.0,0.194,25.0,110.0,0.0188,17.8,captivity,0.517,129.3,309.05
Mammalia,Diprotodontia,Petauridae,Petaurus,norfolcensis,Squirrel glider,,,20.0,122.0,1.5,,183.0,,,405.0,0.0249,14.8,captivity,,,
Mammalia,Diprotodontia,Phalangeridae,Ailurops,ursinus,"Sulawesi bear cuscus, or Bear cuscus",,,,,,,,,,7000.0,,,unknown,,,
Mammalia,Diprotodontia,Phalangeridae,Phalanger,gymnotis,Ground cuscus,,,13.0,270.0,1.0,,,,,2400.0,,18.9,captivity,,,309.55
Mammalia,Diprotodontia,Phalangeridae,Phalanger,orientalis,Gray cuscus,,,13.0,,2.0,,,,,2500.0,,,unknown,,,
Mammalia,Diprotodontia,Phalangeridae,Spilocuscus,maculatus,"Common spotted cuscus, or Spotted cuscus",222.0,243.0,13.0,240.0,2.0,,365.0,,1700.0,3500.0,,17.0,captivity,6.27,4250.0,307.85
Mammalia,Diprotodontia,Phalangeridae,Trichosurus,arnhemensis,Northern brush-tailed possum,365.0,548.0,17.0,180.0,1.0,1.8,,,470.0,1300.0,,,unknown,,,
Mammalia,Diprotodontia,Phalangeridae,Trichosurus,caninus,Mountain brush-tailed possum,900.0,,16.0,255.0,1.0,1.0,365.0,,774.0,3150.0,,,unknown,,,
Mammalia,Diprotodontia,Phalangeridae,Trichosurus,vulpecula,Brush-tailed possum,315.0,730.0,17.0,204.0,1.0,1.5,274.0,0.279,740.0,2395.0,0.0206,15.9,captivity,3.8,1993.5,309.15
Mammalia,Diprotodontia,Phalangeridae,Wyulda,squamicaudata,Scaly-tailed possum,730.0,540.0,,243.0,1.0,1.0,365.0,,,1700.0,,,unknown,,,
Mammalia,Diprotodontia,Phascolarctidae,Phascolarctos,cinereus,Koala,646.0,1095.0,31.0,342.0,1.0,1.0,471.0,0.36,1155.0,9300.0,0.0028,22.1,captivity,5.744,4732.4,308.95
Mammalia,Diprotodontia,Potoroidae,Aepyprymnus,rufescens,Rufous 'rat'-kangaroo,333.0,380.0,23.0,162.0,1.0,3.0,115.0,,,3250.0,,12.8,captivity,5.978,2820.0,
Mammalia,Diprotodontia,Potoroidae,Bettongia,gaimardi,Tasmanian bettong,252.0,272.0,20.0,161.0,1.0,,107.0,0.307,789.0,1725.0,,,unknown,3.578,1385.0,308.75
Mammalia,Diprotodontia,Potoroidae,Bettongia,lesueur,Burrowing bettong,218.0,,21.0,165.0,1.0,3.0,117.0,0.317,300.0,1300.0,0.0178,,unknown,,,
Mammalia,Diprotodontia,Potoroidae,Bettongia,penicillata,Woylie,180.0,,18.0,150.0,1.0,3.0,102.0,0.29,500.0,1500.0,,18.8,captivity,3.132,1018.0,310.35
Mammalia,Diprotodontia,Potoroidae,Bettongia,tropica,Northern bettong,301.0,,20.0,150.0,1.0,,105.0,,,1200.0,,,unknown,,,
Mammalia,Diprotodontia,Potoroidae,Potorous,longipes,Long-footed potoroo,755.0,,38.0,161.0,1.0,,151.0,,890.0,1650.0,,15.3,captivity,,,
Mammalia,Diprotodontia,Potoroidae,Potorous,tridactylus,Long-nosed potoroo,400.0,,30.0,154.0,1.0,2.0,145.0,0.333,118.0,1430.0,0.0122,14.5,captivity,2.556,1045.5,309.05
Mammalia,Diprotodontia,Pseudocheiridae,Hemibelideus,lemuroides,Lemuroid ringtail possum,730.0,730.0,,,1.0,,365.0,,,1040.0,,5.4,captivity,,,
Mammalia,Diprotodontia,Pseudocheiridae,Petauroides,volans,Greater glider,639.0,639.0,,176.0,1.0,1.0,365.0,0.273,150.0,1350.0,,,unknown,3.191,1140.5,308.55
Mammalia,Diprotodontia,Pseudocheiridae,Pseudocheirus,peregrinus,"Common ringtail, or Ring-tailed possum",365.0,365.0,,180.0,2.0,1.5,200.0,0.3,400.0,850.0,,10.1,captivity,2.27,859.3,310.55
Mammalia,Diprotodontia,Tarsipedidae,Tarsipes,rostratus,Honey possum,167.0,167.0,42.0,90.0,3.0,3.0,122.0,0.004,3.0,9.0,,,unknown,0.162,10.0,309.75
Mammalia,Diprotodontia,Vombatidae,Lasiorhinus,krefftii,Northern hairy-nosed wombat,589.0,547.0,21.0,365.0,1.0,1.0,548.0,,,31000.0,,30.0,captivity,,,
Mammalia,Diprotodontia,Vombatidae,Lasiorhinus,latifrons,Southern hairy-nosed wombat,547.0,547.0,21.0,312.0,1.0,,365.0,0.5,3633.0,25500.0,,29.9,captivity,16.001,27348.2,308.45
Mammalia,Diprotodontia,Vombatidae,Vombatus,ursinus,Coarse-haired wombat,730.0,730.0,27.0,350.0,1.0,,730.0,0.5,5700.0,25500.0,,30.0,captivity,,,
Mammalia,Erinaceomorpha,Erinaceidae,Atelerix,albiventris,Four-toed hedgehog,84.0,,35.0,44.0,6.0,1.0,,10.0,,500.0,0.039,11.4,captivity,0.828,450.0,308.35
Mammalia,Erinaceomorpha,Erinaceidae,Atelerix,algirus,North african hedgehog,,,40.0,40.0,5.0,2.0,,,,745.0,,,unknown,,,
Mammalia,Erinaceomorpha,Erinaceidae,Atelerix,frontalis,Southern african hedgehog,365.0,,37.0,36.0,5.4,1.5,,10.49,,309.0,,,unknown,,,
Mammalia,Erinaceomorpha,Erinaceidae,Echinosorex,gymnura,Moonrat,,,37.0,,2.0,2.0,,14.5,,1250.0,,,unknown,2.816,721.2,309.45
Mammalia,Erinaceomorpha,Erinaceidae,Erinaceus,amurensis,Amur hedgehog,266.0,253.0,36.0,,,,,,,774.475,,8.0,captivity,,,
Mammalia,Erinaceomorpha,Erinaceidae,Erinaceus,concolor,Eastern European hedgehog,213.0,253.0,35.0,,4.5,1.5,,22.0,,719.0,,7.0,captivity,1.937,822.7,308.35
Mammalia,Erinaceomorpha,Erinaceidae,Erinaceus,europaeus,Western European hedgehog,253.0,253.0,30.0,42.0,1.5,1.6,,14.7,235.0,750.0,,11.7,captivity,2.434,1213.5,307.15
Mammalia,Erinaceomorpha,Erinaceidae,Hemiechinus,auritus,Long-eared hedgehog,213.0,,39.0,36.0,4.0,1.0,365.0,10.0,,342.0,,7.6,captivity,0.845,398.5,306.95
Mammalia,Erinaceomorpha,Erinaceidae,Paraechinus,aethiopicus,Desert hedgehog,,,37.0,50.0,3.0,1.0,,8.5,,188.0,,6.3,captivity,0.63,451.5,307.35
Mammalia,Erinaceomorpha,Erinaceidae,Paraechinus,hypomelas,Brandt's hedgehog,,,,61.0,3.2,1.0,,,,292.0,,7.0,captivity,,,
Mammalia,Hyracoidea,Procaviidae,Dendrohyrax,arboreus,"Southern tree hyrax, or Tree hyrax",365.0,365.0,229.0,152.0,2.0,,,380.0,,3000.0,,13.6,captivity,,,
Mammalia,Hyracoidea,Procaviidae,Heterohyrax,brucei,Bush hyrax,494.0,494.0,229.0,91.0,1.9,1.0,365.0,225.0,,2456.7,,,unknown,3.872,1604.4,309.85
Mammalia,Hyracoidea,Procaviidae,Procavia,capensis,Rock hyrax,500.0,500.0,215.0,116.0,3.0,1.0,365.0,205.0,500.0,3600.0,0.0112,14.8,captivity,4.954,2458.0,310.15
Mammalia,Lagomorpha,Leporidae,Brachylagus,idahoensis,Pygmy rabbit,256.0,,27.0,,6.0,2.5,39.0,,,421.3,,,unknown,2.145,432.0,
Mammalia,Lagomorpha,Leporidae,Bunolagus,monticularis,Riverine rabbit,,,,,1.0,,,45.0,,1250.0,,,unknown,,,
Mammalia,Lagomorpha,Leporidae,Lepus,americanus,Snowshoe hare,308.0,411.0,36.0,20.0,3.0,2.6,39.0,61.03,362.0,1600.0,0.0376,,unknown,6.708,1603.4,312.95
Mammalia,Lagomorpha,Leporidae,Lepus,brachyurus,Japanese hare,,,38.0,,2.1,2.5,,,,2519.0,,13.0,captivity,,,
Mammalia,Lagomorpha,Leporidae,Lepus,californicus,Black-tailed jackrabbit,243.0,,44.0,41.0,1.0,3.7,,84.34,1300.0,4175.0,0.0225,11.8,captivity,7.314,2300.0,312.35
Mammalia,Lagomorpha,Leporidae,Lepus,capensis,Cape hare,228.0,175.0,43.0,33.0,2.6,3.3,39.0,118.4,943.3,2358.0,,,unknown,,,
Mammalia,Lagomorpha,Leporidae,Lepus,europaeus,European hare,236.0,,42.0,29.0,2.0,3.8,,119.67,390.0,4175.0,0.0191,10.7,captivity,,,311.45
Mammalia,Lagomorpha,Leporidae,Lepus,timidus,Mountain hare,266.0,,50.0,23.0,2.0,2.1,50.0,107.93,492.0,4175.0,,18.0,wild,8.443,3014.5,312.85
Mammalia,Lagomorpha,Leporidae,Lepus,townsendii,White-tailed jackrabbit,333.0,,39.0,27.0,4.3,2.8,,94.32,737.0,3035.5,,,unknown,7.698,2523.2,311.35
Mammalia,Lagomorpha,Leporidae,Oryctolagus,cuniculus,European rabbit,730.0,,30.0,26.0,5.0,4.3,29.0,45.0,214.0,1800.0,0.0228,13.0,captivity,7.395,2167.9,312.15
Mammalia,Lagomorpha,Leporidae,Sylvilagus,audubonii,Audubon's cottontail rabbit,164.0,107.0,29.0,28.0,3.0,5.0,,34.5,,900.0,,7.8,captivity,2.506,686.9,311.45
Mammalia,Lagomorpha,Leporidae,Sylvilagus,bachmani,Brush rabbit,154.0,,27.0,19.0,3.6,3.2,29.0,28.17,,700.0,,,unknown,,,
Mammalia,Lagomorpha,Leporidae,Sylvilagus,floridanus,Eastern cottontail,123.0,,30.0,24.0,5.0,3.9,30.0,40.0,118.5,1150.0,0.0243,9.8,captivity,,,
Mammalia,Lagomorpha,Leporidae,Sylvilagus,nuttallii,Mountain cottontail,121.0,,30.0,34.0,3.6,3.5,,,,760.0,,7.4,captivity,,,
Mammalia,Lagomorpha,Leporidae,Sylvilagus,palustris,Marsh rabbit,219.0,,34.0,,2.3,6.0,,,,1233.0,,7.6,captivity,,,
Mammalia,Lagomorpha,Leporidae,Sylvilagus,transitionalis,New England cottontail,120.0,,28.0,16.0,4.8,2.5,,30.0,,902.6,,9.3,captivity,,,
Mammalia,Lagomorpha,Ochotonidae,Ochotona,collaris,Collared pika,365.0,,30.0,,5.0,1.5,,9.0,,129.0,,,unknown,,,
Mammalia,Lagomorpha,Ochotonidae,Ochotona,hyperborea,Northern pika,203.0,,28.0,,3.0,,,9.6,,120.0,,9.4,captivity,,,
Mammalia,Lagomorpha,Ochotonidae,Ochotona,princeps,American pika,347.0,,30.0,28.0,3.0,2.2,30.0,9.0,81.1,100.0,0.0376,7.0,captivity,0.932,109.0,313.25
Mammalia,Lagomorpha,Ochotonidae,Ochotona,pusilla,Steppe pika,31.0,,30.0,22.0,8.0,2.8,,9.0,,262.5,,,unknown,,,
Mammalia,Macroscelidea,Macroscelididae,Elephantulus,brachyrhynchus,Short-nosed elephant shrew,,,,,1.8,5.5,75.0,,,44.3,,,unknown,0.244,45.3,310.65
Mammalia,Macroscelidea,Macroscelididae,Elephantulus,edwardii,Cape elephant shrew,,,,,1.8,,,11.9,,50.0,,,unknown,0.303,49.9,310.75
Mammalia,Macroscelidea,Macroscelididae,Elephantulus,intufi,"Bushveld elephant shrew, or Long-eared elephant shrew",335.0,183.0,52.0,38.0,1.6,,67.0,10.0,,52.0,,9.3,captivity,0.29,46.5,310.35
Mammalia,Macroscelidea,Macroscelididae,Elephantulus,rozeti,North African elephant shrew,,,76.0,,2.5,2.0,,,,48.0,,7.2,captivity,0.288,49.0,310.25
Mammalia,Macroscelidea,Macroscelididae,Elephantulus,rufescens,Rufous elephant shrew,50.0,50.0,61.0,23.0,1.0,5.2,84.0,10.6,29.0,58.0,0.0481,7.9,captivity,0.317,53.0,310.45
Mammalia,Macroscelidea,Macroscelididae,Macroscelides,proboscideus,Short-eared elephant shrew,44.0,,65.0,19.0,1.6,,,7.0,,40.0,,8.7,captivity,0.292,39.0,309.35
Mammalia,Macroscelidea,Macroscelididae,Petrodromus,tetradactylus,Four-toed elephant shrew,,,,,1.2,2.0,,31.0,,210.0,,,unknown,0.852,208.0,310.65
Mammalia,Macroscelidea,Macroscelididae,Rhynchocyon,chrysopygus,Golden-rumped elephant shrew,38.0,,42.0,15.0,1.0,4.5,81.0,80.0,180.0,540.0,,11.0,captivity,,,
Mammalia,Macroscelidea,Macroscelididae,Rhynchocyon,cirnei,Checkered elephant shrew,,,,,1.9,4.5,,,,370.0,,,unknown,,,
Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,gliroides,Monito del monte,730.0,730.0,,,3.0,,365.0,,,24.05,,,unknown,,,308.3
Mammalia,Monotremata,Ornithorhynchidae,Ornithorhynchus,anatinus,Duck-billed platypus,548.0,548.0,17.0,106.0,2.0,,365.0,,,1250.0,,22.6,captivity,1.931,1030.3,307.15
Mammalia,Monotremata,Tachyglossidae,Tachyglossus,aculeatus,Short-beaked echidna,548.0,548.0,22.0,200.0,1.0,,730.0,0.379,400.0,3500.0,0.013,49.5,captivity,2.327,2909.0,303.85
Mammalia,Monotremata,Tachyglossidae,Zaglossus,bruijni,"Western long-beaked echidna, or Long-nosed echidna",,,10.0,152.0,1.0,,,,400.0,7500.0,,41.2,captivity,6.493,11848.6,303.95
Mammalia,Notoryctemorphia,Notoryctidae,Notoryctes,typhlops,Southern marsupial mole,,,,,1.0,,,,,53.25,,,unknown,,,
Mammalia,Peramelemorphia,Peramelidae,Echymipera,kalubu,"Common echymipera, or New Guinea spiny bandicoot",,,13.0,,2.1,,120.0,,,650.0,,,unknown,,,308.15
Mammalia,Peramelemorphia,Peramelidae,Echymipera,rufescens,Long-nosed echymipera,,,,,2.2,,,,,1250.0,,3.1,captivity,2.255,886.6,308.05
Mammalia,Peramelemorphia,Peramelidae,Isoodon,auratus,Golden bandicoot,171.0,91.0,12.0,,2.6,,,,,485.0,,6.7,captivity,0.837,428.0,306.95
Mammalia,Peramelemorphia,Peramelidae,Isoodon,macrourus,Northern brown bandicoot,122.0,200.0,12.0,60.0,4.0,2.7,58.0,0.1883,100.0,1600.0,0.0145,6.8,captivity,3.202,1551.0,309.05
Mammalia,Peramelemorphia,Peramelidae,Isoodon,obesulus,Southern brown bandicoot,210.0,,15.0,62.0,2.73,2.2,140.0,0.35,125.0,700.0,0.0135,6.5,captivity,1.238,717.0,307.05
Mammalia,Peramelemorphia,Peramelidae,Perameles,bougainville,Western barred bandicoot,120.0,150.0,12.0,,1.8,,,,100.0,226.0,,5.8,captivity,,,
Mammalia,Peramelemorphia,Peramelidae,Perameles,gunnii,Eastern barred bandicoot,91.0,152.0,12.0,60.0,2.0,3.8,65.0,0.25,136.7,766.0,0.0142,6.1,captivity,1.902,695.0,308.35
Mammalia,Peramelemorphia,Peramelidae,Perameles,nasuta,Long-nosed bandicoot,135.0,,12.0,66.0,2.7,,53.0,0.245,150.0,859.0,,5.6,captivity,1.763,645.0,309.25
Mammalia,Peramelemorphia,Peramelidae,Peroryctes,raffrayana,Raffray's bandicoot,90.0,150.0,15.0,,3.0,,,,,675.0,,3.2,captivity,,,
Mammalia,Peramelemorphia,Thylacomyidae,Macrotis,lagotis,"Rabbit-bandicoot, or Bilby",150.0,,17.0,110.0,2.0,4.0,175.0,,,1300.0,,9.6,captivity,2.4,1245.5,308.15
Mammalia,Perissodactyla,Equidae,Equus,asinus,African wild ass,708.0,1005.0,359.0,,1.0,,,30000.0,,164998.0,,47.0,captivity,164.92,177500.0,
Mammalia,Perissodactyla,Equidae,Equus,caballus,Horse,914.0,973.0,337.0,,1.0,1.0,548.0,38000.0,,300000.0,,57.0,captivity,,,311.45
Mammalia,Perissodactyla,Equidae,Equus,grevyi,Grevy's zebra,1278.0,1461.0,406.0,259.0,1.0,0.5,575.0,40000.0,,384000.0,,31.0,captivity,,,
Mammalia,Perissodactyla,Equidae,Equus,hemionus,Kulan,1157.0,1187.0,339.0,456.0,1.0,0.7,458.0,,,230000.0,,31.6,captivity,,,
Mammalia,Perissodactyla,Equidae,Equus,kiang,Kiang,1001.0,1187.0,299.0,,,0.5,,,,275000.0,,30.1,captivity,,,
Mammalia,Perissodactyla,Equidae,Equus,quagga,Quagga,900.0,900.0,365.0,395.0,1.0,0.6,556.0,32000.0,205000.0,280000.0,0.0038,38.0,captivity,,,
Mammalia,Perissodactyla,Equidae,Equus,zebra,Mountain zebra,1009.0,1279.0,362.0,304.0,1.0,0.6,670.0,35000.0,,296000.0,,33.2,captivity,,,
Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,White rhinoceros,1643.0,1643.0,515.0,365.0,1.0,0.4,1009.0,52500.0,,2175000.0,,45.0,captivity,,,
Mammalia,Perissodactyla,Rhinocerotidae,Dicerorhinus,sumatrensis,Sumatran rhinoceros,2738.0,,236.0,502.0,1.0,0.3,1278.0,23000.0,,1260000.0,,32.8,captivity,,,
Mammalia,Perissodactyla,Rhinocerotidae,Diceros,bicornis,Black rhinoceros,1826.0,2254.0,474.0,634.0,1.0,0.4,1059.0,36500.0,,1100000.0,0.0033,57.0,wild,,,312.15
Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros,sondaicus,Javan rhinoceros,1278.0,,502.0,548.0,1.0,0.3,,,,1750000.0,,,unknown,,,
Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros,unicornis,Indian rhinoceros,1678.0,2557.0,479.0,456.0,1.0,0.3,850.0,58000.0,885812.0,1602330.0,,43.5,captivity,,,310.55
Mammalia,Perissodactyla,Tapiridae,Acrocodia,indica,Malayan tapir,1095.0,1095.0,392.0,183.0,1.0,0.5,730.0,6500.0,,250000.0,,36.5,captivity,,,309.95
Mammalia,Perissodactyla,Tapiridae,Tapirella,bairdii,Baird's tapir,710.0,,401.0,,1.0,0.7,,9400.0,,300000.0,,29.6,captivity,,,
Mammalia,Perissodactyla,Tapiridae,Tapirus,pinchaque,Mountain tapir,1114.0,,398.0,,1.0,,,4270.0,,148950.0,,28.5,captivity,,,
Mammalia,Perissodactyla,Tapiridae,Tapirus,terrestris,Brazilian tapir,1095.0,1095.0,398.0,289.0,1.0,,,6000.0,86260.0,250000.0,,39.6,captivity,,,309.65
Mammalia,Pholidota,Manidae,Manis,crassicaudata,Indian pangolin,755.0,,67.0,,1.0,1.0,365.0,350.0,,13014.7,,,unknown,6.923,15910.0,306.55
Mammalia,Pholidota,Manidae,Manis,pentadactyla,Chinese pangolin,755.0,,,87.0,1.0,1.0,365.0,92.5,,2350.0,,,unknown,3.727,3637.5,306.55
Mammalia,Pilosa,Bradypodidae,Bradypus,torquatus,Maned three-toed sloth,,,150.0,,1.0,,,,,3875.0,,,unknown,,,
Mammalia,Pilosa,Bradypodidae,Bradypus,tridactylus,Pale-throated three-toed sloth,1642.0,1095.0,141.0,,1.0,1.0,,179.0,,4250.0,,,unknown,,,
Mammalia,Pilosa,Cyclopedidae,Cyclopes,didactylus,Silky anteater,,,135.0,152.0,1.0,,,,,266.0,,,unknown,0.636,240.0,306.15
Mammalia,Pilosa,Megalonychidae,Choloepus,didactylus,Southern two-toed sloth,1279.0,1644.0,279.0,152.0,1.0,1.0,616.0,356.0,,6250.0,0.002,36.8,captivity,,,
Mammalia,Pilosa,Megalonychidae,Choloepus,hoffmanni,Hoffmann's two-toed sloth,730.0,1095.0,350.0,21.0,1.0,0.7,456.0,402.0,,6250.0,,41.0,captivity,3.891,4005.2,307.55
Mammalia,Pilosa,Myrmecophagidae,Myrmecophaga,tridactyla,Giant anteater,1186.0,1186.0,184.0,56.0,1.0,1.2,,1600.0,,28500.0,0.0088,31.0,captivity,14.543,30600.0,305.65
Mammalia,Pilosa,Myrmecophagidae,Tamandua,mexicana,Northern tamandua,365.0,,163.0,,,1.0,,,,4500.0,,16.0,captivity,5.124,3884.2,305.15
Mammalia,Pilosa,Myrmecophagidae,Tamandua,tetradactyla,Southern tamandua,365.0,,160.0,,1.0,1.4,,,,4500.0,,19.0,captivity,5.015,3500.0,306.65
Mammalia,Primates,Aotidae,Aotus,azarae,Azara's night monkey,,,,234.0,1.0,1.0,365.0,,,1230.0,,30.0,captivity,,,
Mammalia,Primates,Aotidae,Aotus,lemurinus,Lemurine night monkey,755.0,,135.0,76.0,1.0,1.0,365.0,98.0,,874.0,,33.8,captivity,,,
Mammalia,Primates,Aotidae,Aotus,trivirgatus,Northern night monkey,821.0,730.0,142.0,77.0,1.0,1.4,269.0,88.5,360.0,800.0,,30.1,captivity,2.499,914.5,311.15
Mammalia,Primates,Aotidae,Aotus,vociferans,Noisy night monkey,,,,,1.0,,,,,873.0,,22.1,captivity,,,
Mammalia,Primates,Atelidae,Alouatta,caraya,Black howler monkey,1167.0,928.0,187.0,195.0,1.0,1.0,338.0,187.5,,5462.5,,32.4,captivity,,,
Mammalia,Primates,Atelidae,Alouatta,guariba,Brown howler monkey,,,,,,,,,,5540.0,,,unknown,,,
Mammalia,Primates,Atelidae,Alouatta,palliata,Mantled howler monkey,1095.0,1278.0,186.0,433.0,1.0,0.6,384.0,409.0,1100.0,7000.0,,24.0,captivity,11.464,4670.0,309.15
Mammalia,Primates,Atelidae,Alouatta,pigra,Mexican black howler monkey,,,187.0,,1.0,,,480.0,,7000.0,,,unknown,,,
Mammalia,Primates,Atelidae,Alouatta,sara,Bolivian red howler monkey,1673.0,,190.0,,,,,,,6611.0,,,unknown,,,
Mammalia,Primates,Atelidae,Alouatta,seniculus,Red howler monkey,1475.0,,190.0,372.0,1.0,0.7,424.0,263.0,,6543.2,,25.0,captivity,,,
Mammalia,Primates,Atelidae,Ateles,belzebuth,White-bellied spider monkey,1461.0,1826.0,184.0,,1.0,0.3,1095.0,,,7535.0,,37.0,captivity,,,
Mammalia,Primates,Atelidae,Ateles,chamek,Chamek spider monkey,1591.0,1553.0,204.0,,,,,,,6000.0,,42.8,captivity,,,
Mammalia,Primates,Atelidae,Ateles,fusciceps,Brown-headed spider monkey,1515.0,1826.0,227.0,410.0,1.0,0.5,882.0,400.0,,7000.0,,46.0,captivity,,,
Mammalia,Primates,Atelidae,Ateles,geoffroyi,Central American spider monkey,1825.0,1826.0,232.0,821.0,1.0,0.3,970.0,426.0,2000.0,7267.5,,47.1,captivity,,,
Mammalia,Primates,Atelidae,Ateles,marginatus,White-whiskered spider monkey,1461.0,1826.0,141.0,,,,,,,6000.0,,44.0,captivity,,,
Mammalia,Primates,Atelidae,Ateles,paniscus,Black spider monkey,1516.0,1280.0,229.0,795.0,1.0,0.5,1072.0,452.5,3790.0,7887.5,,46.0,captivity,,,
Mammalia,Primates,Atelidae,Brachyteles,arachnoides,"Southern muriqui, or Woolly spider monkey, or Muriqui",2738.0,,232.0,662.0,1.0,0.3,730.0,,,11170.0,,40.0,wild,,,
Mammalia,Primates,Atelidae,Lagothrix,lagothricha,Humboldt's woolly monkey,2555.0,1520.0,223.0,352.0,1.0,0.5,639.0,300.0,,7650.0,,32.0,captivity,,,
Mammalia,Primates,Callitrichidae,Callimico,goeldii,Goeldi's monkey,365.0,395.0,153.0,77.0,1.0,1.2,179.0,48.15,215.0,555.0,0.0097,22.2,captivity,,,309.15
Mammalia,Primates,Callitrichidae,Callithrix,geoffroyi,Geoffroy's marmoset,477.0,382.0,144.0,,,,,,,342.0,,17.6,captivity,,,
